446, 41, 41, 28
447, 5, 5, 8027
448, 6, 6, 8050
449, 13, 13, 6748
450, 7, 7, 7556
451, 3, 3, 8902
452, 21, 21, 4794
453, 8, 8, 7697
454, 1, 1, 8699
455, 37, 37, 1043
456, 43, 43, 1039
457, 35, 35, 2002
458, 41, 41, 428
459, 7, 7, 6403
460, 13, 13, 4500
461, 43, 43, 681
462, 4, 4, 7647
463, 3, 3, 8538
464, 16, 16, 6159
465, 14, 14, 5151
466, 33, 33, 2535
467, 29, 29, 2134
468, 18, 18, 4339
469, 32, 32, 1692
470, 28, 28, 2215
471, 14, 14, 6127
472, 44, 44, 504
473, 15, 15, 5629
474, 47, 47, 49
475, 37, 37, 964
476, 9, 9, 8285
477, 4, 4, 6429
478, 5, 5, 5343
479, 15, 15, 6335
480, 26, 26, 3177
481, 20, 20, 2900
482, 19, 19, 5238
483, 10, 10, 7971
484, 7, 7, 6949
485, 39, 39, 289
486, 20, 20, 5367
487, 3, 3, 7988
488, 25, 25, 2292
489, 23, 23, 5795
490, 37, 37, 743
491, 24, 24, 3144
492, 21, 21, 2829
493, 2, 2, 8390
494, 34, 34, 1682
495, 16, 16, 5340
496, 27, 27, 3541
497, 46, 46, 569
498, 24, 24, 3826
499, 22, 22, 4232
500, 40, 40, 2261
501, 16, 16, 6042
502, 46, 46, 360
503, 1, 1, 9117
504, 8, 8, 8023
505, 9, 9, 6761
506, 45, 45, 81
507, 5, 5, 6309
508, 19, 19, 3190
509, 19, 19, 5425
510, 1, 1, 8996
511, 5, 5, 6367
512, 20, 20, 4677
513, 24, 24, 4234
514, 41, 41, 690
515, 44, 44, 1626
516, 23, 23, 4524
517, 13, 13, 6057
518, 1, 1, 9614
519, 28, 28, 3168
520, 2, 2, 8205
521, 43, 43, 358
522, 12, 12, 6312
523, 5, 5, 7386
524, 20, 20, 5100
525, 21, 21, 4346
526, 26, 26, 2726
527, 23, 23, 4994
528, 20, 20, 4916
529, 3, 3, 6552
530, 2, 2, 5578
531, 22, 22, 3529
532, 1, 1, 8946
533, 36, 36, 2290
534, 21, 21, 2647
535, 13, 13, 6970
536, 2, 2, 9051
537, 1, 1, 9080
538, 1, 1, 9631
539, 4, 4, 8593
540, 35, 35, 857
541, 2, 2, 8627
542, 36, 36, 1312
543, 34, 34, 1886
544, 1, 1, 9214
545, 7, 7, 8355
546, 21, 21, 3512
547, 50, 50, 90
548, 22, 22, 4412
549, 3, 3, 9479
550, 1, 1, 9610
551, 3, 3, 8969
552, 11, 11, 6189
553, 31, 31, 2274
554, 10, 10, 6355
555, 6, 6, 7641
556, 6, 6, 6620
557, 14, 14, 5433
558, 2, 2, 8987
559, 5, 5, 7888
560, 4, 4, 8338
561, 25, 25, 4566
562, 8, 8, 7770
563, 15, 15, 7284
564, 8, 8, 6856
565, 45, 45, 417
566, 40, 40, 606
567, 34, 34, 2260
568, 18, 18, 5849
569, 38, 38, 237
570, 9, 9, 7205
571, 28, 28, 3059
572, 19, 19, 5217
573, 3, 3, 8518
574, 22, 22, 4945
575, 37, 37, 783
576, 9, 9, 6873
577, 2, 2, 8458
578, 46, 46, 873
579, 12, 12, 7637
580, 23, 23, 4289
581, 42, 42, 483
582, 13, 13, 6607
583, 46, 46, 478
584, 32, 32, 2757
585, 1, 1, 9314
586, 25, 25, 4471
587, 9, 9, 5729
588, 40, 40, 1100
589, 28, 28, 3459
590, 20, 20, 3618
591, 1, 1, 9438
592, 10, 10, 8025
593, 35, 35, 1388
594, 26, 26, 3074
595, 43, 43, 1233
596, 5, 5, 8157
597, 23, 23, 3681
598, 27, 27, 3493
599, 36, 36, 358
600, 45, 45, 270
601, 42, 42, 699
602, 24, 24, 3417
603, 35, 35, 1839
604, 13, 13, 5569
605, 7, 7, 8363
606, 39, 39, 2622
607, 4, 4, 8794
608, 27, 27, 3173
609, 1, 1, 9847
610, 8, 8, 6431
611, 10, 10, 7462
612, 10, 10, 6682
613, 1, 1, 9390
614, 25, 25, 4292
615, 12, 12, 5791
616, 15, 15, 5057
617, 18, 18, 5115
618, 29, 29, 1521
619, 9, 9, 6157
620, 4, 4, 8574
621, 32, 32, 1491
622, 41, 41, 1947
623, 27, 27, 2951
624, 4, 4, 9231
625, 14, 14, 5021
626, 36, 36, 537
627, 20, 20, 3740
628, 21, 21, 5054
629, 16, 16, 4030
630, 16, 16, 4098
631, 1, 1, 5325
632, 36, 36, 1081
633, 11, 11, 7516
634, 28, 28, 3516
635, 31, 31, 3002
636, 33, 33, 2231
637, 12, 12, 6139
638, 27, 27, 1796
639, 20, 20, 5404
640, 14, 14, 2338
641, 25, 25, 4580
642, 1, 1, 9218
643, 1, 1, 9021
644, 30, 30, 3970
645, 1, 1, 9862
646, 19, 19, 4812
647, 15, 15, 5379
648, 21, 21, 4977
649, 28, 28, 2685
650, 29, 29, 1536
651, 1, 1, 9904
652, 19, 19, 4176
653, 23, 23, 3483
654, 1, 1, 9207
655, 2, 2, 9759
656, 16, 16, 4857
657, 1, 1, 9744
658, 27, 27, 3499
659, 1, 1, 9911
660, 44, 44, 127
661, 17, 17, 3950
662, 17, 17, 5236
663, 6, 6, 7560
664, 8, 8, 7818
665, 17, 17, 5105
666, 43, 43, 563
667, 42, 42, 49
668, 40, 40, 1244
669, 4, 4, 8711
670, 35, 35, 1805
671, 1, 1, 9934
672, 25, 25, 3291
673, 5, 5, 7375
674, 5, 5, 8955
675, 29, 29, 3614
676, 27, 27, 3589
677, 21, 21, 3768
678, 2, 2, 8993
679, 20, 20, 4918
680, 27, 27, 2805
681, 13, 13, 6882
682, 18, 18, 4822
683, 12, 12, 6982
684, 10, 10, 6717
685, 26, 26, 4030
686, 29, 29, 3093
687, 36, 36, 1574
688, 45, 45, 126
689, 13, 13, 6593
690, 37, 37, 1486
691, 46, 46, 253
692, 39, 39, 543
693, 29, 29, 3074
694, 9, 9, 7814
695, 17, 17, 4713
696, 1, 1, 8179
697, 8, 8, 8377
698, 24, 24, 4762
699, 19, 19, 5775
700, 8, 8, 7088
701, 33, 33, 2919
702, 23, 23, 5710
703, 7, 7, 6732
704, 39, 39, 294
705, 27, 27, 1017
706, 37, 37, 346
707, 41, 41, 235
708, 29, 29, 1137
709, 16, 16, 5691
710, 20, 20, 5153
711, 21, 21, 3943
712, 32, 32, 2573
713, 13, 13, 6328
714, 40, 40, 925
715, 1, 1, 9291
716, 9, 9, 6710
717, 22, 22, 4018
718, 13, 13, 7217
719, 16, 16, 6836
720, 12, 12, 6963
721, 22, 22, 5055
722, 10, 10, 7090
723, 19, 19, 3858
724, 2, 2, 8130
725, 18, 18, 4904
726, 3, 3, 8571
727, 33, 33, 2661
728, 1, 1, 9633
729, 1, 1, 9685
730, 22, 22, 4789
731, 30, 30, 3073
732, 31, 31, 2604
733, 7, 7, 6851
734, 1, 1, 9805
735, 2, 2, 9250
736, 7, 7, 7868
737, 14, 14, 6503
738, 2, 2, 9485
739, 5, 5, 9006
740, 36, 36, 2195
741, 23, 23, 4639
742, 28, 28, 2949
743, 37, 37, 1120
744, 39, 39, 967
745, 45, 45, 226
746, 13, 13, 6763
747, 4, 4, 7677
748, 41, 41, 596
749, 18, 18, 3981
750, 39, 39, 865
751, 11, 11, 7560
752, 1, 1, 9036
753, 6, 6, 7955
754, 5, 5, 7770
755, 20, 20, 3518
756, 1, 1, 9211
757, 19, 19, 6342
758, 28, 28, 2532
759, 22, 22, 5196
760, 31, 31, 2379
761, 8, 8, 7321
762, 3, 3, 8270
763, 18, 18, 4984
764, 22, 22, 4172
765, 19, 19, 4427
766, 24, 24, 4234
767, 34, 34, 2040
768, 7, 7, 7283
769, 44, 44, 72
770, 7, 7, 7398
771, 16, 16, 5830
772, 37, 37, 1063
773, 47, 47, 347
774, 11, 11, 6950
775, 38, 38, 2030
776, 41, 41, 573
777, 22, 22, 3714
778, 10, 10, 6059
779, 3, 3, 7522
780, 26, 26, 4047
781, 13, 13, 6924
782, 18, 18, 5082
783, 2, 2, 9435
784, 42, 42, 1232
785, 2, 2, 9204
786, 27, 27, 2954
787, 46, 46, 443
788, 33, 33, 1898
789, 18, 18, 5486
790, 19, 19, 5640
791, 22, 22, 4278
792, 2, 2, 9159
793, 46, 46, 262
794, 4, 4, 9262
795, 4, 4, 9683
796, 40, 40, 1041
797, 1, 1, 9848
798, 26, 26, 1723
799, 8, 8, 8324
800, 17, 17, 6272
801, 3, 3, 9122
802, 26, 26, 4154
803, 1, 1, 7335
804, 20, 20, 5821
805, 6, 6, 7457
806, 4, 4, 9365
807, 27, 27, 2747
808, 43, 43, 1171
809, 26, 26, 1776
810, 41, 41, 269
811, 22, 22, 5218
812, 6, 6, 8701
813, 41, 41, 1703
814, 25, 25, 4653
815, 2, 2, 9933
816, 41, 41, 907
817, 27, 27, 3959
818, 15, 15, 6728
819, 32, 32, 2806
820, 15, 15, 5797
821, 3, 3, 8720
822, 12, 12, 7084
823, 37, 37, 1308
824, 13, 13, 5334
825, 28, 28, 2698
826, 38, 38, 991
827, 15, 15, 6376
828, 5, 5, 8898
829, 20, 20, 2715
830, 34, 34, 1052
831, 23, 23, 5171
832, 6, 6, 8189
833, 36, 36, 1559
834, 30, 30, 2506
835, 25, 25, 4010
836, 2, 2, 9016
837, 8, 8, 8224
838, 21, 21, 3109
839, 17, 17, 6539
840, 40, 40, 0
841, 26, 26, 3378
842, 5, 5, 8109
843, 20, 20, 5053
844, 19, 19, 5081
845, 3, 3, 9114
846, 33, 33, 1338
847, 17, 17, 5989
848, 3, 3, 9426
849, 4, 4, 8067
850, 20, 20, 5147
851, 19, 19, 5223
852, 11, 11, 6787
853, 30, 30, 2231
854, 1, 1, 6532
855, 33, 33, 2122
856, 32, 32, 1281
857, 23, 23, 3875
858, 19, 19, 4850
859, 47, 47, 179
860, 16, 16, 6590
861, 37, 37, 2254
862, 9, 9, 5350
863, 31, 31, 1131
864, 25, 25, 3813
865, 1, 1, 7857
866, 42, 42, 1494
867, 2, 2, 9181
868, 13, 13, 6081
869, 19, 19, 4603
870, 13, 13, 5720
871, 23, 23, 2433
872, 9, 9, 7982
873, 40, 40, 181
874, 9, 9, 7487
875, 1, 1, 9415
876, 1, 1, 9296
877, 4, 4, 8825
878, 19, 19, 5404
879, 3, 3, 8722
880, 16, 16, 6892
881, 45, 45, 551
882, 47, 47, 297
883, 46, 46, 32
884, 3, 3, 9134
885, 22, 22, 3181
886, 2, 2, 8506
887, 43, 43, 415
888, 14, 14, 7057
889, 1, 1, 9708
890, 36, 36, 595
891, 1, 1, 9999
892, 35, 35, 1962
893, 36, 36, 2297
894, 1, 1, 7483
895, 11, 11, 5776
896, 48, 48, 154
897, 2, 2, 8977
898, 34, 34, 1309
899, 28, 28, 2587
900, 1, 1, 9932
901, 30, 30, 3382
902, 20, 20, 5021
903, 25, 25, 4266
904, 27, 27, 3563
905, 2, 2, 8860
906, 25, 25, 3682
907, 1, 1, 9211
908, 9, 9, 7685
909, 1, 1, 9086
910, 25, 25, 4285
911, 34, 34, 930
912, 18, 18, 5990
913, 8, 8, 4583
914, 12, 12, 7314
915, 36, 36, 1476
916, 21, 21, 4116
917, 11, 11, 5820
918, 35, 35, 1892
919, 4, 4, 7525
920, 18, 18, 5528
921, 3, 3, 8839
922, 4, 4, 7525
923, 6, 6, 7490
924, 44, 44, 1136
925, 41, 41, 1360
926, 2, 2, 9618
927, 6, 6, 7643
928, 41, 41, 337
929, 42, 42, 928
930, 12, 12, 6582
931, 16, 16, 6621
932, 27, 27, 4310
933, 5, 5, 7955
934, 44, 44, 888
935, 23, 23, 4225
936, 9, 9, 6815
937, 13, 13, 4570
938, 30, 30, 3437
939, 31, 31, 853
940, 45, 45, 8
941, 13, 13, 7722
942, 32, 32, 1783
943, 33, 33, 2350
944, 1, 1, 8657
945, 3, 3, 9097
946, 22, 22, 3827
947, 1, 1, 9126
948, 43, 43, 1269
949, 36, 36, 2071
950, 2, 2, 6651
951, 31, 31, 3149
952, 39, 39, 910
953, 46, 46, 528
954, 38, 38, 639
955, 2, 2, 8398
956, 33, 33, 1888
957, 8, 8, 6610
958, 36, 36, 2393
959, 3, 3, 8577
960, 25, 25, 3890
961, 2, 2, 8976
962, 19, 19, 5199
963, 20, 20, 4552
964, 8, 8, 6931
965, 7, 7, 6087
966, 5, 5, 8777
967, 47, 47, 99
968, 40, 40, 657
969, 3, 3, 8566
970, 37, 37, 952
971, 10, 10, 7017
972, 27, 27, 2641
973, 23, 23, 2735
974, 2, 2, 9368
975, 33, 33, 1298
976, 4, 4, 8184
977, 28, 28, 3195
978, 11, 11, 6776
979, 18, 18, 5805
980, 14, 14, 5266
981, 23, 23, 3428
982, 3, 3, 8954
983, 36, 36, 2528
984, 36, 36, 308
985, 1, 1, 9593
986, 2, 2, 7278
987, 26, 26, 2197
988, 33, 33, 2555
989, 1, 1, 9672
990, 44, 44, 774
991, 14, 14, 6445
992, 15, 15, 5000
993, 34, 34, 2325
994, 40, 40, 997
995, 7, 7, 8283
996, 4, 4, 8412
997, 9, 9, 6127
998, 4, 4, 8382
999, 15, 15, 5421
1000, 22, 22, 4693
1001, 1, 1, 9334
1002, 31, 31, 2439
1003, 8, 8, 7334
1004, 6, 6, 8421
1005, 4, 4, 8159
1006, 19, 19, 4985
1007, 28, 28, 2957
1008, 31, 31, 1354
1009, 35, 35, 1761
1010, 4, 4, 8762
1011, 28, 28, 2972
1012, 38, 38, 1541
1013, 9, 9, 7716
1014, 34, 34, 1852
1015, 28, 28, 1850
1016, 28, 28, 3662
1017, 14, 14, 5482
1018, 37, 37, 399
1019, 16, 16, 6217
1020, 21, 21, 5154
1021, 39, 39, 1173
1022, 2, 2, 9015
1023, 9, 9, 6506
1024, 1, 1, 9851
1025, 14, 14, 6364
1026, 18, 18, 4790
1027, 6, 6, 8263
1028, 34, 34, 2491
1029, 27, 27, 3172
1030, 44, 44, 37
1031, 24, 24, 3537
1032, 1, 1, 8859
1033, 1, 1, 8828
1034, 38, 38, 871
1035, 9, 9, 7280
1036, 13, 13, 6987
1037, 11, 11, 5856
1038, 15, 15, 6590
1039, 3, 3, 8341
1040, 25, 25, 3970
1041, 15, 15, 5352
1042, 4, 4, 7665
1043, 20, 20, 5511
1044, 25, 25, 3069
1045, 2, 2, 9517
1046, 5, 5, 7361
1047, 27, 27, 3083
1048, 36, 36, 1351
1049, 22, 22, 4112
1050, 2, 2, 9300
1051, 16, 16, 6506
1052, 42, 42, 1638
1053, 14, 14, 4667
1054, 2, 2, 9364
1055, 39, 39, 1489
1056, 41, 41, 1032
1057, 23, 23, 4154
1058, 13, 13, 6104
1059, 1, 1, 9875
1060, 26, 26, 3679
1061, 10, 10, 6141
1062, 26, 26, 3412
1063, 28, 28, 2538
1064, 18, 18, 4969
1065, 45, 45, 636
1066, 19, 19, 6170
1067, 34, 34, 1956
1068, 15, 15, 2844
1069, 28, 28, 2760
1070, 15, 15, 6649
1071, 12, 12, 6814
1072, 19, 19, 4465
1073, 16, 16, 4314
1074, 33, 33, 2326
1075, 29, 29, 3886
1076, 44, 44, 183
1077, 15, 15, 6039
1078, 9, 9, 6969
1079, 35, 35, 1535
1080, 44, 44, 152
1081, 31, 31, 2621
1082, 21, 21, 4393
1083, 32, 32, 1790
1084, 4, 4, 7289
1085, 36, 36, 109
1086, 2, 2, 9631
1087, 22, 22, 4673
1088, 21, 21, 4264
1089, 13, 13, 5735
1090, 23, 23, 4548
1091, 16, 16, 4295
1092, 35, 35, 1877
1093, 20, 20, 4313
1094, 17, 17, 6833
1095, 28, 28, 3198
1096, 22, 22, 4949
1097, 3, 3, 9355
1098, 22, 22, 5155
1099, 4, 4, 7793
1100, 7, 7, 8468
1101, 9, 9, 8156
1102, 39, 39, 960
1103, 26, 26, 2933
1104, 4, 4, 8823
1105, 17, 17, 3286
1106, 28, 28, 3171
1107, 19, 19, 5358
1108, 19, 19, 5677
1109, 44, 44, 140
1110, 30, 30, 3245
1111, 32, 32, 2181
1112, 28, 28, 2761
1113, 16, 16, 3990
1114, 40, 40, 323
1115, 47, 47, 50
1116, 25, 25, 4100
1117, 1, 1, 9954
1118, 45, 45, 1075
1119, 5, 5, 8364
1120, 34, 34, 2042
1121, 9, 9, 5624
1122, 31, 31, 2659
1123, 25, 25, 3919
1124, 15, 15, 6289
1125, 18, 18, 5844
1126, 31, 31, 3469
1127, 38, 38, 1238
1128, 34, 34, 1551
1129, 22, 22, 4976
1130, 19, 19, 5383
1131, 42, 42, 19
1132, 25, 25, 3133
1133, 13, 13, 6343
1134, 4, 4, 9304
1135, 31, 31, 1956
1136, 13, 13, 5981
1137, 29, 29, 2475
1138, 23, 23, 3666
1139, 10, 10, 8011
1140, 3, 3, 8967
1141, 12, 12, 6912
1142, 43, 43, 192
1143, 41, 41, 1729
1144, 32, 32, 902
1145, 10, 10, 6868
1146, 8, 8, 8131
1147, 21, 21, 5002
1148, 29, 29, 3174
1149, 4, 4, 9207
1150, 1, 1, 9718
1151, 16, 16, 5216
1152, 35, 35, 1183
1153, 33, 33, 2377
1154, 13, 13, 5487
1155, 11, 11, 7472
1156, 25, 25, 4573
1157, 3, 3, 8957
1158, 19, 19, 5062
1159, 18, 18, 6125
1160, 24, 24, 3933
1161, 10, 10, 6797
1162, 32, 32, 2496
